nation,date,tmax,tmin,precip,month,day,year
Germany,1999-06-07,20.385542372881357,8.338847457627121,1.0441086675254236,6,7,1999
Germany,2000-06-07,16.624983050847458,7.749728813559328,2.369392592216949,6,7,2000
Germany,2001-06-07,17.582610169491527,9.35993220338983,2.6535649199186437,6,7,2001
Germany,2002-06-07,16.830322033898305,12.595661016949153,8.099915426237288,6,7,2002
Germany,2003-06-07,27.990000000000002,12.041288135593222,0.12278153385762712,6,7,2003
Germany,2004-06-07,23.657610169491527,8.16206779661017,0.5725923735050847,6,7,2004
Germany,2005-06-07,13.254288135593221,5.998864406779657,2.498647904298305,6,7,2005
Germany,2006-06-07,19.033186440677966,3.1690677966101695,0.10218216569491524,6,7,2006
Germany,2007-06-07,27.93313559322034,15.407440677966102,2.23206333339661,6,7,2007
Germany,2008-06-07,23.511762711864407,12.73122033898305,2.5891771710508475,6,7,2008
Germany,2009-06-07,16.200389830508474,8.044796610169492,4.893193593884746,6,7,2009
Germany,2010-06-07,19.540813559322032,10.744966101694915,4.900568700569491,6,7,2010
Germany,2011-06-07,24.57220338983051,13.48,3.4690435982237284,6,7,2011
Germany,2012-06-07,21.21323728813559,10.181406779661014,3.84579698619661,6,7,2012
Germany,2013-06-07,22.92220338983051,8.762627118644065,1.452633641816949,6,7,2013
Germany,2014-06-07,27.91947457627119,10.153762711864406,0.0,6,7,2014
Germany,1979-06-08,16.548033898305082,7.937389830508472,5.426216621572881,6,8,1979
Germany,1980-06-08,21.128457627118642,10.24205084745763,4.75691175079322,6,8,1980
Germany,1981-06-08,22.459677966101697,13.584644067796608,5.76857873959322,6,8,1981
Germany,1982-06-08,24.214067796610166,10.840355932203392,2.6490259421694917,6,8,1982
Germany,1983-06-08,24.294457627118646,9.610271186440679,1.3336634847050848,6,8,1983
Germany,1984-06-08,15.937762711864407,8.813898305084743,5.959792126250848,6,8,1984
Germany,1985-06-08,13.710762711864406,6.947915254237286,3.837141005369492,6,8,1985
Germany,1986-06-08,13.775525423728814,7.130508474576273,2.999884604461017,6,8,1986
Germany,1987-06-08,15.47250847457627,8.90664406779661,6.2482996911050845,6,8,1987
Germany,1988-06-08,18.079745762711863,9.893779661016948,3.6269138643254237,6,8,1988
Germany,1989-06-08,15.952152542372882,5.371389830508472,3.691621344813559,6,8,1989
Germany,1990-06-08,16.849728813559324,9.041372881355935,10.954381868664406,6,8,1990
Germany,1991-06-08,18.188101694915254,7.7757796610169505,4.741695213559322,6,8,1991
Germany,1992-06-08,20.51413559322034,11.250406779661013,5.644779058494915,6,8,1992
Germany,1993-06-08,24.259542372881352,10.701525423728816,0.2974397275525424,6,8,1993
Germany,1994-06-08,22.323762711864408,9.242406779661016,4.017225954508475,6,8,1994
Germany,1995-06-08,16.24479661016949,6.974661016949155,2.219771178061017,6,8,1995
Germany,1996-06-08,30.63389830508475,17.263694915254238,2.078572057505085,6,8,1996
Germany,1997-06-08,23.40362711864407,14.283949152542373,3.2707895027796607,6,8,1997
Germany,1998-06-08,20.87740677966102,11.90771186440678,1.3550922990915255,6,8,1998
Germany,1999-06-08,16.922898305084747,9.07064406779661,6.135890506291525,6,8,1999
Germany,2000-06-08,21.94927118644068,5.030288135593214,0.0031422758644067796,6,8,2000
Germany,2001-06-08,15.645440677966102,7.878694915254237,5.568200706142373,6,8,2001
Germany,2002-06-08,18.012508474576272,9.561762711864407,3.4227821862915255,6,8,2002
Germany,2003-06-08,30.088661016949153,14.71013559322034,1.7011934210440678,6,8,2003
Germany,2004-06-08,26.080474576271186,11.8264406779661,1.8169919154305085,6,8,2004
Germany,2005-06-08,15.300508474576272,5.084661016949153,0.11859182554576271,6,8,2005
Germany,2006-06-08,21.089118644067796,4.97357627118644,0.0044224632,6,8,2006
Germany,2007-06-08,29.114593220338982,16.30627118644068,0.7826013052474576,6,8,2007
Germany,2008-06-08,25.659813559322036,12.212474576271187,0.5702067976271186,6,8,2008
Germany,2009-06-08,19.182593220338983,8.48722033898305,1.7592380886508474,6,8,2009
Germany,2010-06-08,24.00393220338983,9.168237288135597,1.2242367792000002,6,8,2010
Germany,2011-06-08,20.31850847457627,11.73142372881356,7.811232900772882,6,8,2011
Germany,2012-06-08,21.82266101694915,12.027118644067796,3.1627008080542374,6,8,2012
Germany,2013-06-08,22.404254237288132,10.32849152542373,2.836006079064407,6,8,2013
Germany,2014-06-08,30.271423728813563,14.782067796610171,0.2299389487322034,6,8,2014
Germany,1979-06-09,19.55686440677966,8.291593220338981,0.49799254820338984,6,9,1979
Germany,1980-06-09,21.549271186440677,11.558406779661018,9.1837675299661,6,9,1980
Germany,1981-06-09,21.871389830508477,14.941474576271187,5.2979353269559315,6,9,1981
Germany,1982-06-09,20.230711864406782,10.558813559322035,1.7786883341288136,6,9,1982
Germany,1983-06-09,22.919661016949153,12.999118644067796,11.699976341776273,6,9,1983
Germany,1984-06-09,12.617406779661017,8.356033898305084,2.477917332854237,6,9,1984
Germany,1985-06-09,14.380593220338984,4.950016949152541,2.569421710738983,6,9,1985
Germany,1986-06-09,19.201305084745762,7.20108474576271,0.44317733430508477,6,9,1986
Germany,1987-06-09,16.47650847457627,7.540661016949152,2.5215894776135594,6,9,1987
Germany,1988-06-09,17.90689830508475,10.467389830508475,6.653391925179661,6,9,1988
Germany,1989-06-09,17.416474576271188,5.815355932203393,4.209762681518644,6,9,1989
Germany,1990-06-09,15.783016949152541,6.9543220338983085,8.607014370427118,6,9,1990
Germany,1991-06-09,19.56547457627119,6.661677966101693,1.9806232813016948,6,9,1991
Germany,1992-06-09,21.44238983050847,11.119593220338983,3.926012180094915,6,9,1992
Germany,1993-06-09,26.824694915254238,11.384694915254236,0.00011638055593220338,6,9,1993
Germany,1994-06-09,15.109050847457626,6.8846271186440715,6.686414312338983,6,9,1994
Germany,1995-06-09,14.295542372881355,6.16830508474576,3.419116361938983,6,9,1995
Germany,1996-06-09,24.571525423728815,14.817338983050849,1.4666573493152544,6,9,1996
Germany,1997-06-09,22.916813559322037,11.887016949152544,1.3636602740745762,6,9,1997
Germany,1998-06-09,23.234813559322035,12.193610169491526,1.1959853565966103,6,9,1998
Germany,1999-06-09,17.671745762711865,7.09064406779661,0.32304351477966103,6,9,1999
Germany,2000-06-09,27.68005084745763,10.890457627118645,0.10625557338305085,6,9,2000
Germany,2001-06-09,16.86442372881356,5.696423728813563,1.3244403098440678,6,9,2001
Germany,2002-06-09,20.451322033898304,8.969779661016949,1.2842018072542374,6,9,2002
Germany,2003-06-09,22.343406779661017,10.54640677966102,0.19412290397288134,6,9,2003
Germany,2004-06-09,26.41093220338983,13.623389830508472,1.6499276394711864,6,9,2004
Germany,2005-06-09,17.654440677966104,4.434576271186441,0.003171370454237288,6,9,2005
Germany,2006-06-09,22.752101694915254,6.246762711864407,0.0043642754847457626,6,9,2006
Germany,2007-06-09,28.801457627118644,15.655372881355932,1.5395990193762712,6,9,2007
Germany,2008-06-09,26.07379661016949,10.5158813559322,0.46156538404067793,6,9,2008
Germany,2009-06-09,20.67177966101695,10.955084745762711,5.899055633084745,6,9,2009
Germany,2010-06-09,26.581542372881355,14.850593220338983,2.6345073293694914,6,9,2010
Germany,2011-06-09,19.77350847457627,8.529694915254234,0.19103865217627117,6,9,2011
Germany,2012-06-09,18.718118644067797,9.582305084745762,1.048821790820339,6,9,2012
Germany,2013-06-09,19.696745762711863,10.250169491525426,5.804657430772882,6,9,2013
Germany,2014-06-09,30.43149152542373,14.613779661016949,0.6128602516067797,6,9,2014
Germany,1979-07-01,14.362169491525425,7.852644067796612,1.476113296637288,7,1,1979
Germany,1980-07-01,16.137966101694914,7.9599322033898305,8.309312856,7,1,1980
Germany,1981-07-01,16.295203389830508,11.123406779661016,2.7593840478508476,7,1,1981
Germany,1982-07-01,20.133338983050848,8.836016949152544,0.43084111741016945,7,1,1982
Germany,1983-07-01,18.03623728813559,10.108542372881354,6.072099690020339,7,1,1983
Germany,1984-07-01,15.88942372881356,6.707000000000001,0.7757348584271186,7,1,1984
Germany,1985-07-01,19.04372881355932,10.802983050847457,5.339541765111865,7,1,1985
Germany,1986-07-01,27.92622033898305,12.22708474576271,0.021704984664406783,7,1,1986
Germany,1987-07-01,24.141949152542374,15.498542372881356,11.26857946942373,7,1,1987
Germany,1988-07-01,24.756559322033898,15.549864406779662,16.53695374978983,7,1,1988
Germany,1989-07-01,20.60466101694915,10.536135593220338,8.212920722115253,7,1,1989
Germany,1990-07-01,21.072322033898306,13.426677966101694,8.203201878020339,7,1,1990
Germany,1991-07-01,23.3175593220339,12.803999999999998,2.16979968178983,7,1,1991
Germany,1992-07-01,27.213322033898304,14.960050847457628,0.7209780229830509,7,1,1992
Germany,1993-07-01,24.988372881355932,8.618830508474575,0.0008146642576271187,7,1,1993
Germany,1994-07-01,24.474661016949156,11.148474576271186,0.04556301498305085,7,1,1994
Germany,1995-07-01,24.291016949152542,11.088254237288137,0.20768115758644068,7,1,1995
Germany,1996-07-01,15.756661016949153,10.500559322033899,4.4766963950644065,7,1,1996
Germany,1997-07-01,19.570508474576272,11.205033898305084,3.2935420952542374,7,1,1997
Germany,1998-07-01,20.325627118644068,11.640644067796611,2.916439992244068,7,1,1998
Germany,1999-07-01,22.485711864406777,12.3015593220339,1.243439486237288,7,1,1999
Germany,2000-07-01,23.128016949152546,7.80547457627119,0.5531425029152542,7,1,2000
Germany,2001-07-01,20.938881355932203,12.61528813559322,3.1595004306305086,7,1,2001
Germany,2002-07-01,17.976152542372883,11.733050847457624,4.018054359905085,7,1,2002
Germany,2003-07-01,20.821525423728815,13.668847457627118,6.208089802657627,7,1,2003
Germany,2004-07-01,20.381762711864408,11.380627118644068,3.096000561722034,7,1,2004
Germany,2005-07-01,19.641338983050847,12.458745762711866,8.554425401044067,7,1,2005
Germany,2006-07-01,26.101949152542375,11.23008474576271,0.012830961722033898,7,1,2006
Germany,2007-07-01,25.063661016949155,11.823457627118644,2.4010188786305084,7,1,2007
Germany,2008-07-01,28.318220338983053,9.521118644067792,0.0,7,1,2008
Germany,2009-07-01,28.032220338983052,14.719406779661018,2.8309286428474576,7,1,2009
Germany,2010-07-01,29.102118644067797,13.047203389830507,0.03151005437288135,7,1,2010
Germany,2011-07-01,18.474033898305088,7.951576271186443,1.8221127515389832,7,1,2011
Germany,2012-07-01,22.09069491525424,13.258881355932203,8.195201723715254,7,1,2012
Germany,2013-07-01,22.19957627118644,10.366915254237288,2.124556783077966,7,1,2013
Germany,2014-07-01,19.578813559322036,6.219542372881358,0.7884204022372882,7,1,2014
Germany,1979-07-10,15.01486440677966,10.33706779661017,1.8057908959322033,7,10,1979
Germany,1980-07-10,16.443627118644066,11.735999999999999,10.210258659538983,7,10,1980
Germany,1981-07-10,27.858101694915252,16.02786440677966,3.4985758481084748,7,10,1981
Germany,1982-07-10,26.90179661016949,13.915728813559321,1.362627627864407,7,10,1982
Germany,1983-07-10,29.542644067796612,15.329661016949153,0.6140237728271186,7,10,1983
Germany,1984-07-10,29.89120338983051,16.781457627118645,0.8295317691254238,7,10,1984
Germany,1985-07-10,17.625457627118646,10.931813559322034,2.7120755318644068,7,10,1985
Germany,1986-07-10,16.2025593220339,8.275915254237285,4.904627378155932,7,10,1986
Germany,1987-07-10,18.763898305084744,8.38474576271186,0.15833579381694915,7,10,1987
Germany,1988-07-10,23.423355932203393,9.33838983050848,0.049403575769491524,7,10,1988
Germany,1989-07-10,22.27581355932203,13.012372881355933,2.1054996,7,10,1989
Germany,1990-07-10,16.01179661016949,10.964000000000002,4.326914857179661,7,10,1990
Germany,1991-07-10,25.400271186440676,12.038525423728814,0.5347397919050847,7,10,1991
Germany,1992-07-10,25.3821186440678,13.631050847457626,4.396568051349153,7,10,1992
Germany,1993-07-10,20.576881355932205,11.427423728813558,4.288842997505085,7,10,1993
Germany,1994-07-10,25.175813559322034,10.227033898305086,0.018591810955932205,7,10,1994
Germany,1995-07-10,31.74705084745763,16.79350847457627,0.7551645722847458,7,10,1995
Germany,1996-07-10,18.39672881355932,10.012508474576272,3.5119009544949154,7,10,1996
Germany,1997-07-10,24.229813559322032,10.888593220338983,0.7394823573559322,7,10,1997
Germany,1998-07-10,18.548355932203393,11.341322033898305,2.6700617391864405,7,10,1998
Germany,1999-07-10,25.792644067796612,14.379101694915253,1.2626131399322036,7,10,1999
Germany,2000-07-10,19.815440677966105,11.475610169491526,8.158046894481357,7,10,2000
Germany,2001-07-10,24.77276271186441,11.742220338983053,0.6859181766508474,7,10,2001
Germany,2002-07-10,27.521830508474576,11.152220338983051,10.798955236067796,7,10,2002
Germany,2003-07-10,23.38991525423729,10.429338983050847,0.15200759361355934,7,10,2003
Germany,2004-07-10,17.729576271186442,10.328813559322034,3.6866466168406777,7,10,2004
Germany,2005-07-10,26.534423728813557,13.620389830508474,3.311435513776271,7,10,2005
Germany,2006-07-10,25.83518644067797,15.429508474576272,0.3034188474711864,7,10,2006
Germany,2007-07-10,17.51091525423729,9.512525423728816,6.512250749369492,7,10,2007
Germany,2008-07-10,24.156135593220338,12.627898305084747,4.128688760705085,7,10,2008
Germany,2009-07-10,16.720627118644067,10.123338983050848,5.1936005971525425,7,10,2009
Germany,2010-07-10,35.463186440677966,18.334966101694913,0.02036660155932203,7,10,2010
Germany,2011-07-10,26.066389830508474,12.868661016949153,4.770325413274576,7,10,2011
Germany,2012-07-10,23.19991525423729,11.991677966101696,2.982950802305085,7,10,2012
Germany,2013-07-10,21.694033898305086,12.258728813559319,0.41774803675932204,7,10,2013
Germany,2014-07-10,22.779576271186443,13.674220338983051,7.120630608650847,7,10,2014
Germany,1979-07-11,19.58520338983051,9.248118644067796,0.3480944341423729,7,11,1979
Germany,1980-07-11,15.61428813559322,11.675966101694915,9.884757442942373,7,11,1980
Germany,1981-07-11,25.299542372881355,16.309016949152543,6.3554282228745755,7,11,1981
Germany,1982-07-11,28.0704406779661,14.918491525423729,0.09306088657627119,7,11,1982
Germany,1983-07-11,30.267864406779662,16.60562711864407,0.9401805867661016,7,11,1983
Germany,1984-07-11,30.72379661016949,17.98508474576271,6.320369276298305,7,11,1984
Germany,1985-07-11,20.24977966101695,10.859728813559322,0.37166145400677963,7,11,1985
Germany,1986-07-11,17.453322033898306,8.43906779661017,1.7358750988474576,7,11,1986
Germany,1987-07-11,24.82715254237288,11.907169491525423,1.2172686128542374,7,11,1987
Germany,1988-07-11,26.2094406779661,13.118745762711864,6.8265936938440674,7,11,1988
Germany,1989-07-11,21.776728813559323,11.195457627118643,1.1479490598508475,7,11,1989
Germany,1990-07-11,20.08037288135593,9.28535593220339,0.6200031222915254,7,11,1990
Germany,1991-07-11,30.96186440677966,14.758474576271187,0.04719234191186441,7,11,1991
Germany,1992-07-11,20.655084745762714,13.466627118644068,4.994647465301695,7,11,1992
Germany,1993-07-11,16.840237288135594,8.732728813559318,8.947369001654238,7,11,1993
Germany,1994-07-11,27.500983050847456,12.598271186440678,0.0,7,11,1994
Germany,1995-07-11,30.0274406779661,16.788508474576272,0.9308993414644068,7,11,1995
Germany,1996-07-11,20.246677966101696,9.397881355932201,5.27343858842034,7,11,1996
Germany,1997-07-11,25.497169491525426,11.40622033898305,0.4206577412745763,7,11,1997
Germany,1998-07-11,19.482559322033897,11.510728813559322,4.500611433884746,7,11,1998
Germany,1999-07-11,26.958983050847458,15.819,1.317952026061017,7,11,1999
Germany,2000-07-11,18.040237288135593,11.616779661016949,2.567937928759322,7,11,2000
Germany,2001-07-11,20.420610169491525,14.228949152542373,3.4363119480406783,7,11,2001
Germany,2002-07-11,21.053491525423727,9.586881355932205,1.976783123959322,7,11,2002
Germany,2003-07-11,27.525440677966102,9.45006779661017,0.4292117269016949,7,11,2003
Germany,2004-07-11,18.310813559322032,8.974237288135598,1.923771459416949,7,11,2004
Germany,2005-07-11,26.49342372881356,14.89,0.3457667704271187,7,11,2005
Germany,2006-07-11,30.036203389830508,15.023864406779662,0.5304919583593221,7,11,2006
Germany,2007-07-11,17.04071186440678,9.35364406779661,4.914752311159322,7,11,2007
Germany,2008-07-11,24.68350847457627,15.344610169491526,5.811363433098305,7,11,2008
Germany,2009-07-11,18.493338983050847,10.06322033898305,2.7843473788474578,7,11,2009
Germany,2010-07-11,33.852474576271185,20.23386440677966,0.18324125414237288,7,11,2010
Germany,2011-07-11,24.121983050847454,12.063237288135591,5.5163239785762705,7,11,2011
Germany,2012-07-11,20.370542372881356,12.104406779661016,3.164911886562712,7,11,2012
Germany,2013-07-11,19.324305084745763,10.181169491525424,0.5823393652067796,7,11,2013
Germany,2014-07-11,23.743542372881354,13.000220338983052,6.637360314386441,7,11,2014
Germany,1979-07-12,22.374898305084745,10.22313559322034,2.6260698836745764,7,12,1979
Germany,1980-07-12,15.403254237288136,10.356525423728812,5.2565050059254235,7,12,1980
Germany,1981-07-12,21.193745762711867,14.520847457627118,4.858279388054237,7,12,1981
Germany,1982-07-12,27.789457627118644,15.255881355932203,0.02537098132881356,7,12,1982
Germany,1983-07-12,29.42257627118644,16.980169491525423,0.6453012693966101,7,12,1983
Germany,1984-07-12,23.728576271186437,15.317661016949152,7.167821727294915,7,12,1984
Germany,1985-07-12,22.340525423728813,13.028389830508475,0.1228397050983051,7,12,1985
Germany,1986-07-12,14.85020338983051,6.957525423728814,0.5141112913220339,7,12,1986
Germany,1987-07-12,21.852677966101695,13.147135593220339,3.3319185605694916,7,12,1987
Germany,1988-07-12,22.02749152542373,11.291288135593218,2.6082645052881355,7,12,1988
Germany,1989-07-12,24.45535593220339,11.590525423728813,0.14057325152542371,7,12,1989
Germany,1990-07-12,23.810457627118645,9.850508474576275,0.10992149719322035,7,12,1990
Germany,1991-07-12,30.211762711864406,16.728186440677966,1.415333499620339,7,12,1991
Germany,1992-07-12,20.865779661016948,12.482796610169492,4.64422603460339,7,12,1992
Germany,1993-07-12,17.115118644067795,7.944949152542371,3.315653996338983,7,12,1993
Germany,1994-07-12,28.79077966101695,15.686203389830508,0.013092823159322033,7,12,1994
Germany,1995-07-12,29.90057627118644,15.799271186440679,2.3284556565559322,7,12,1995
Germany,1996-07-12,22.251254237288137,12.755474576271189,3.1568238058576275,7,12,1996
Germany,1997-07-12,25.963016949152543,12.147169491525423,0.8993310562983051,7,12,1997
Germany,1998-07-12,18.243389830508477,11.239305084745764,5.880594590725424,7,12,1998
Germany,1999-07-12,26.649169491525424,15.850169491525422,5.461625228094916,7,12,1999
Germany,2000-07-12,15.689254237288136,9.523966101694917,2.2409373772067798,7,12,2000
Germany,2001-07-12,21.04069491525424,12.287084745762712,1.247018241477966,7,12,2001
Germany,2002-07-12,24.068305084745763,10.316711864406782,0.47561850781016946,7,12,2002
Germany,2003-07-12,22.357237288135593,12.592152542372881,0.3789934776,7,12,2003
Germany,2004-07-12,15.674898305084746,10.543186440677967,5.007682147850847,7,12,2004
Germany,2005-07-12,28.061,15.207508474576272,0.07009022928813559,7,12,2005
Germany,2006-07-12,27.701254237288136,15.614322033898308,2.0538411886372883,7,12,2006
Germany,2007-07-12,18.544999999999998,12.203881355932204,3.5116682378033897,7,12,2007
Germany,2008-07-12,21.10022033898305,11.726101694915252,3.288304018983051,7,12,2008
Germany,2009-07-12,21.263152542372882,9.658016949152547,2.082747492,7,12,2009
Germany,2010-07-12,34.494542372881355,18.788016949152542,1.358655963742373,7,12,2010
Germany,2011-07-12,27.220627118644067,12.909203389830509,2.320773756040678,7,12,2011
Germany,2012-07-12,17.772593220338983,9.868406779661019,3.5013686476881354,7,12,2012
Germany,2013-07-12,21.110525423728813,8.936372881355929,0.4544661896542373,7,12,2013
Germany,2014-07-12,21.29327118644068,11.280322033898303,5.089032430169492,7,12,2014
Germany,1979-07-13,23.700915254237287,11.890169491525423,5.980625746169491,7,13,1979
Germany,1980-07-13,14.46106779661017,9.111966101694916,7.543456280908474,7,13,1980
Germany,1981-07-13,20.672542372881356,13.040423728813561,3.3390762210305085,7,13,1981
Germany,1982-07-13,27.84508474576271,15.935457627118645,0.7966834580745763,7,13,1982
Germany,1983-07-13,24.61594915254237,14.070254237288136,0.9306956573694916,7,13,1983
Germany,1984-07-13,21.26349152542373,13.154220338983052,3.529649457274576,7,13,1984
Germany,1985-07-13,27.01691525423729,13.447305084745762,0.030404424691525423,7,13,1985
Germany,1986-07-13,15.181,8.05086440677966,0.9634566902644068,7,13,1986
Germany,1987-07-13,18.764101694915254,10.492237288135591,0.35679385378983053,7,13,1987
Germany,1988-07-13,22.374610169491525,10.81622033898305,3.5091656282440677,7,13,1988
Germany,1989-07-13,21.90106779661017,12.491254237288134,1.4197853811661016,7,13,1989
Germany,1990-07-13,22.2005593220339,10.956372881355934,0.1800117135457627,7,13,1990
Germany,1991-07-13,24.746915254237287,14.01971186440678,2.9253862651118645,7,13,1991
Germany,1992-07-13,21.425305084745762,12.165084745762712,0.8867620832949152,7,13,1992
Germany,1993-07-13,15.892830508474576,7.664169491525421,1.6416357370169492,7,13,1993
Germany,1994-07-13,30.201491525423727,16.88016949152542,0.7077684709830508,7,13,1994
Germany,1995-07-13,27.854966101694917,16.217288135593222,6.133286534033899,7,13,1995
Germany,1996-07-13,23.86479661016949,12.29350847457627,0.8663371860203389,7,13,1996
Germany,1997-07-13,26.293305084745764,11.557474576271186,0.8880422456135593,7,13,1997
Germany,1998-07-13,20.729305084745764,12.242915254237287,4.862206750454238,7,13,1998
Germany,1999-07-13,26.000016949152542,14.722728813559321,8.775038828623728,7,13,1999
Germany,2000-07-13,17.548169491525424,7.712135593220332,1.977262751837288,7,13,2000
Germany,2001-07-13,20.948677966101695,12.09235593220339,1.715857486657627,7,13,2001
Germany,2002-07-13,24.284033898305086,14.399830508474578,4.408380679362712,7,13,2002
Germany,2003-07-13,21.95393220338983,10.480508474576274,0.24224625774915254,7,13,2003
Germany,2004-07-13,15.29450847457627,10.652271186440677,2.3058197932881357,7,13,2004
Germany,2005-07-13,28.611203389830507,14.027118644067796,0.039423930955932204,7,13,2005
Germany,2006-07-13,30.12362711864407,15.929220338983052,3.215988872664407,7,13,2006
Germany,2007-07-13,23.38469491525424,13.736169491525423,1.9672395360406778,7,13,2007
Germany,2008-07-13,19.66979661016949,9.431440677966105,4.333373270115254,7,13,2008
Germany,2009-07-13,24.98249152542373,12.774711864406779,1.0134714477966102,7,13,2009
Germany,2010-07-13,28.502050847457628,16.429779661016948,0.6487054909016949,7,13,2010
Germany,2011-07-13,23.69886440677966,14.252881355932203,8.387433263532204,7,13,2011
Germany,2012-07-13,17.61079661016949,9.91620338983051,7.666978969464406,7,13,2012
Germany,2013-07-13,22.414593220338983,9.638186440677963,0.09374456818983051,7,13,2013
Germany,2014-07-13,20.510474576271186,10.988203389830506,7.224005589742373,7,13,2014
Germany,1979-07-14,22.36842372881356,11.622237288135594,3.7375034387796613,7,14,1979
Germany,1980-07-14,17.555898305084746,9.212915254237288,7.529272438454237,7,14,1980
Germany,1981-07-14,19.096610169491527,12.793881355932204,3.375328123159322,7,14,1981
Germany,1982-07-14,28.887152542372885,16.974084745762713,0.829706405979661,7,14,1982
Germany,1983-07-14,21.1614406779661,11.144305084745765,0.5177190473084746,7,14,1983
Germany,1984-07-14,19.266169491525424,12.050677966101695,4.303405470264407,7,14,1984
Germany,1985-07-14,29.613745762711865,15.938033898305084,0.5490254900745763,7,14,1985
Germany,1986-07-14,19.002881355932203,7.383966101694918,0.30037834995254237,7,14,1986
Germany,1987-07-14,23.028288135593222,8.976983050847457,0.054277008894915255,7,14,1987
Germany,1988-07-14,18.65193220338983,12.663796610169491,7.781148222711864,7,14,1988
Germany,1989-07-14,15.814305084745762,11.002830508474577,2.2264772889355933,7,14,1989
Germany,1990-07-14,21.396813559322034,9.481508474576271,0.08172831416949153,7,14,1990
Germany,1991-07-14,20.139830508474578,14.178338983050848,14.725171604257627,7,14,1991
Germany,1992-07-14,19.4634406779661,13.681983050847457,8.449579829044067,7,14,1992
Germany,1993-07-14,16.798898305084744,8.665237288135588,7.708905328515254,7,14,1993
Germany,1994-07-14,30.319237288135593,16.861186440677965,1.1408207230372882,7,14,1994
Germany,1995-07-14,28.069576271186442,15.33964406779661,6.2814390992542375,7,14,1995
Germany,1996-07-14,24.118593220338983,13.508186440677965,0.15967413604067796,7,14,1996
Germany,1997-07-14,26.213966101694915,12.936949152542372,3.873321057966102,7,14,1997
Germany,1998-07-14,18.10032203389831,9.781135593220345,1.5738439072271186,7,14,1998
Germany,1999-07-14,21.639915254237287,14.244,5.9987218509152544,7,14,1999
Germany,2000-07-14,16.677322033898307,10.048389830508475,8.725068074562712,7,14,2000
Germany,2001-07-14,22.400610169491525,12.660779661016951,7.317430345342372,7,14,2001
Germany,2002-07-14,22.66971186440678,14.815203389830508,5.117080583837288,7,14,2002
Germany,2003-07-14,26.493389830508473,10.118457627118643,0.0,7,14,2003
Germany,2004-07-14,19.00186440677966,9.537559322033898,1.309921986264407,7,14,2004
Germany,2005-07-14,28.66908474576271,13.441661016949153,0.035990725545762714,7,14,2005
Germany,2006-07-14,23.57577966101695,13.78020338983051,1.4744403813966103,7,14,2006
Germany,2007-07-14,29.910559322033897,15.624898305084747,0.21096891421016947,7,14,2007
Germany,2008-07-14,21.211593220338983,9.84277966101695,0.35267686962711864,7,14,2008
Germany,2009-07-14,26.41977966101695,15.014813559322034,4.54733947000678,7,14,2009
Germany,2010-07-14,32.38594915254237,17.186576271186443,0.728949987701695,7,14,2010
Germany,2011-07-14,18.73513559322034,12.296440677966102,6.451792172298305,7,14,2011
Germany,2012-07-14,17.97749152542373,11.809881355932202,11.461859678928814,7,14,2012
Germany,2013-07-14,20.84071186440678,9.684711864406783,0.2574048054508475,7,14,2013
Germany,2014-07-14,22.16876271186441,13.649864406779662,4.980507618142373,7,14,2014
Germany,1979-07-15,18.15093220338983,10.31864406779661,1.6329654086644068,7,15,1979
Germany,1980-07-15,18.263915254237286,12.407474576271186,7.918099509355932,7,15,1980
Germany,1981-07-15,17.259118644067797,11.732915254237287,2.3632247538305085,7,15,1981
Germany,1982-07-15,29.635237288135595,17.467474576271186,6.43148272580339,7,15,1982
Germany,1983-07-15,26.789881355932206,11.21250847457627,0.13389586779661017,7,15,1983
Germany,1984-07-15,16.673186440677966,11.475762711864407,13.444344612854236,7,15,1984
Germany,1985-07-15,22.88142372881356,13.27984745762712,3.384871949654237,7,15,1985
Germany,1986-07-15,22.36050847457627,9.691932203389833,0.26581324637288134,7,15,1986
Germany,1987-07-15,25.25279661016949,13.704983050847458,6.915159841667797,7,15,1987
Germany,1988-07-15,16.847322033898305,12.16842372881356,6.834508717667796,7,15,1988
Germany,1989-07-15,16.757322033898305,9.910610169491523,1.8089472224135592,7,15,1989
Germany,1990-07-15,24.635389830508476,8.559610169491524,0.0,7,15,1990
Germany,1991-07-15,21.961423728813557,12.276898305084746,0.6782661585762711,7,15,1991
Germany,1992-07-15,20.277016949152543,9.996762711864406,0.6798081316881356,7,15,1992
Germany,1993-07-15,19.48250847457627,12.670813559322033,7.664913411132203,7,15,1993
Germany,1994-07-15,26.718237288135594,16.134016949152542,3.8907780582508473,7,15,1994
Germany,1995-07-15,25.51691525423729,14.937406779661018,3.906489401694915,7,15,1995
Germany,1996-07-15,20.04159322033898,11.675254237288136,0.5243528138033898,7,15,1996
Germany,1997-07-15,22.421745762711865,12.505559322033898,7.511814989938983,7,15,1997
Germany,1998-07-15,19.261813559322032,9.467610169491524,1.8292704244474576,7,15,1998
Germany,1999-07-15,19.41698305084746,11.091169491525422,2.0249933770983053,7,15,1999
Germany,2000-07-15,16.52057627118644,8.401491525423726,4.252721565477966,7,15,2000
Germany,2001-07-15,20.45398305084746,12.624118644067796,4.9234812356745765,7,15,2001
Germany,2002-07-15,24.218305084745765,15.292779661016949,0.6198138966508475,7,15,2002
Germany,2003-07-15,28.903016949152544,13.53035593220339,0.0011056156474576271,7,15,2003
